nohup: ignoring input
=================================================================
==================== PARAMETER CONFIGURATION ====================
=================================================================
model=LeNet5_Original (rotated)
criterion=CrossEntropy
C=64
lr=0.001
lambda_reg=0.0002
alpha=0.5
[T1=lambda_reg*alpha=0.0001]
[T2=lambda_reg*(1-alpha)=0.0001]
subgradient_step=100000.0
w0=-0.031
r=2
bucket_zero=32
BestQuantization_target_acc=99.8
final_target_acc=99.7
target_zstd_ratio=0.0179
min_xi=0
max_xi=1
upper_c=1663370
lower_c=0.01
c1=10
c2=1000
first_best_indices=20
accuracy_tollerance=0.2
zeta=50000
l=0.5
n_epochs=100
max_iterations=15
train_optimizer=ADAM
entropy_optimizer=FISTA
pruning=Y
QuantizationType=center
sparsity_threshold=0.001
------------------------------------------------------------
delta = 6.3
Epoch 1: A_NQ = 95.61, H_NQ = 981906, A_Q = 96.4, H_Q = 53085, zstd_ratio = 3.50%, sparse_ratio = 2.73%, sparsity = 87.32% , sparse_accuracy = 96.4, training_time = 1397s
Epoch 22: A_NQ = 98.5, H_NQ = 981790, A_Q = 98.66, H_Q = 21345, zstd_ratio = 1.62%, sparse_ratio = 1.18%, sparsity = 96.60% , sparse_accuracy = 98.66, training_time = 447s
Epoch 23: A_NQ = 97.98, H_NQ = 981866, A_Q = 98.22, H_Q = 21687, zstd_ratio = 1.64%, sparse_ratio = 1.19%, sparsity = 96.51% , sparse_accuracy = 98.23, training_time = 464s
Epoch 24: A_NQ = 98.42, H_NQ = 981806, A_Q = 98.22, H_Q = 21856, zstd_ratio = 1.62%, sparse_ratio = 1.19%, sparsity = 96.47% , sparse_accuracy = 98.23, training_time = 447s
Epoch 25: A_NQ = 98.48, H_NQ = 981883, A_Q = 98.43, H_Q = 21778, zstd_ratio = 1.63%, sparse_ratio = 1.19%, sparsity = 96.48% , sparse_accuracy = 98.42, training_time = 446s
Epoch 26: A_NQ = 98.2, H_NQ = 981894, A_Q = 98.55, H_Q = 21572, zstd_ratio = 1.62%, sparse_ratio = 1.19%, sparsity = 96.53% , sparse_accuracy = 98.53, training_time = 449s
Epoch 27: A_NQ = 98.49, H_NQ = 981868, A_Q = 98.21, H_Q = 20964, zstd_ratio = 1.60%, sparse_ratio = 1.15%, sparsity = 96.66% , sparse_accuracy = 98.21, training_time = 449s
Epoch 28: A_NQ = 98.37, H_NQ = 981802, A_Q = 98.1, H_Q = 21296, zstd_ratio = 1.61%, sparse_ratio = 1.17%, sparsity = 96.59% , sparse_accuracy = 98.1, training_time = 449s
Epoch 29: A_NQ = 98.34, H_NQ = 981844, A_Q = 98.6, H_Q = 21854, zstd_ratio = 1.62%, sparse_ratio = 1.19%, sparsity = 96.46% , sparse_accuracy = 98.6, training_time = 448s
Epoch 30: A_NQ = 98.29, H_NQ = 981864, A_Q = 98.22, H_Q = 21933, zstd_ratio = 1.63%, sparse_ratio = 1.19%, sparsity = 96.42% , sparse_accuracy = 98.19, training_time = 448s
Epoch 31: A_NQ = 98.41, H_NQ = 981766, A_Q = 98.38, H_Q = 21279, zstd_ratio = 1.59%, sparse_ratio = 1.15%, sparsity = 96.59% , sparse_accuracy = 98.37, training_time = 448s
Epoch 32: A_NQ = 98.29, H_NQ = 981892, A_Q = 98.3, H_Q = 21071, zstd_ratio = 1.57%, sparse_ratio = 1.14%, sparsity = 96.62% , sparse_accuracy = 98.29, training_time = 461s
Epoch 33: A_NQ = 98.32, H_NQ = 981774, A_Q = 98.39, H_Q = 20467, zstd_ratio = 1.55%, sparse_ratio = 1.13%, sparsity = 96.76% , sparse_accuracy = 98.39, training_time = 452s
Epoch 34: A_NQ = 98.34, H_NQ = 981870, A_Q = 98.35, H_Q = 19786, zstd_ratio = 1.50%, sparse_ratio = 1.10%, sparsity = 96.90% , sparse_accuracy = 98.34, training_time = 451s
Epoch 35: A_NQ = 98.35, H_NQ = 981868, A_Q = 98.22, H_Q = 20406, zstd_ratio = 1.53%, sparse_ratio = 1.12%, sparsity = 96.77% , sparse_accuracy = 98.19, training_time = 453s
Epoch 36: A_NQ = 98.45, H_NQ = 981892, A_Q = 98.66, H_Q = 19924, zstd_ratio = 1.52%, sparse_ratio = 1.11%, sparsity = 96.87% , sparse_accuracy = 98.64, training_time = 1193s
Epoch 37: A_NQ = 98.52, H_NQ = 981876, A_Q = 98.55, H_Q = 20275, zstd_ratio = 1.54%, sparse_ratio = 1.12%, sparsity = 96.79% , sparse_accuracy = 98.54, training_time = 865s
Epoch 38: A_NQ = 96.89, H_NQ = 981675, A_Q = 98.0, H_Q = 19400, zstd_ratio = 1.49%, sparse_ratio = 1.08%, sparsity = 96.98% , sparse_accuracy = 98.01, training_time = 1150s
Epoch 39: A_NQ = 98.4, H_NQ = 981874, A_Q = 98.24, H_Q = 19279, zstd_ratio = 1.47%, sparse_ratio = 1.07%, sparsity = 97.00% , sparse_accuracy = 98.27, training_time = 1537s
Epoch 40: A_NQ = 98.59, H_NQ = 981878, A_Q = 98.55, H_Q = 19608, zstd_ratio = 1.50%, sparse_ratio = 1.09%, sparsity = 96.93% , sparse_accuracy = 98.56, training_time = 1529s
Epoch 41: A_NQ = 98.54, H_NQ = 981888, A_Q = 98.57, H_Q = 19161, zstd_ratio = 1.47%, sparse_ratio = 1.06%, sparsity = 97.02% , sparse_accuracy = 98.59, training_time = 1393s
Epoch 42: A_NQ = 98.49, H_NQ = 981788, A_Q = 98.44, H_Q = 19300, zstd_ratio = 1.47%, sparse_ratio = 1.07%, sparsity = 97.00% , sparse_accuracy = 98.45, training_time = 1396s
Epoch 43: A_NQ = 98.36, H_NQ = 981900, A_Q = 98.42, H_Q = 19206, zstd_ratio = 1.47%, sparse_ratio = 1.06%, sparsity = 97.01% , sparse_accuracy = 98.4, training_time = 1735s
Epoch 44: A_NQ = 98.44, H_NQ = 981585, A_Q = 98.65, H_Q = 19331, zstd_ratio = 1.47%, sparse_ratio = 1.08%, sparsity = 96.99% , sparse_accuracy = 98.67, training_time = 1450s
Epoch 45: A_NQ = 97.73, H_NQ = 981882, A_Q = 98.26, H_Q = 19623, zstd_ratio = 1.48%, sparse_ratio = 1.08%, sparsity = 96.92% , sparse_accuracy = 98.18, training_time = 1363s
Epoch 46: A_NQ = 98.56, H_NQ = 981888, A_Q = 98.63, H_Q = 20001, zstd_ratio = 1.49%, sparse_ratio = 1.10%, sparsity = 96.82% , sparse_accuracy = 98.63, training_time = 1429s
Epoch 47: A_NQ = 98.52, H_NQ = 981890, A_Q = 98.58, H_Q = 18577, zstd_ratio = 1.43%, sparse_ratio = 1.04%, sparsity = 97.13% , sparse_accuracy = 98.6, training_time = 1729s
Epoch 48: A_NQ = 98.74, H_NQ = 981732, A_Q = 98.59, H_Q = 18287, zstd_ratio = 1.42%, sparse_ratio = 1.03%, sparsity = 97.19% , sparse_accuracy = 98.59, training_time = 1539s
Epoch 49: A_NQ = 98.24, H_NQ = 981880, A_Q = 98.21, H_Q = 19629, zstd_ratio = 1.46%, sparse_ratio = 1.07%, sparsity = 96.90% , sparse_accuracy = 98.17, training_time = 1444s
Epoch 50: A_NQ = 98.38, H_NQ = 981886, A_Q = 98.49, H_Q = 19808, zstd_ratio = 1.49%, sparse_ratio = 1.09%, sparsity = 96.86% , sparse_accuracy = 98.51, training_time = 1436s
Epoch 51: A_NQ = 98.28, H_NQ = 981890, A_Q = 98.38, H_Q = 19192, zstd_ratio = 1.45%, sparse_ratio = 1.06%, sparsity = 97.00% , sparse_accuracy = 98.37, training_time = 1712s
Epoch 52: A_NQ = 98.41, H_NQ = 981882, A_Q = 98.52, H_Q = 19442, zstd_ratio = 1.47%, sparse_ratio = 1.08%, sparsity = 96.95% , sparse_accuracy = 98.51, training_time = 1507s
Epoch 53: A_NQ = 98.55, H_NQ = 981886, A_Q = 98.47, H_Q = 18548, zstd_ratio = 1.43%, sparse_ratio = 1.04%, sparsity = 97.14% , sparse_accuracy = 98.46, training_time = 1479s
Epoch 54: A_NQ = 98.34, H_NQ = 981890, A_Q = 98.59, H_Q = 18914, zstd_ratio = 1.45%, sparse_ratio = 1.05%, sparsity = 97.06% , sparse_accuracy = 98.58, training_time = 1477s
Epoch 55: A_NQ = 98.19, H_NQ = 981784, A_Q = 98.23, H_Q = 18767, zstd_ratio = 1.43%, sparse_ratio = 1.05%, sparsity = 97.09% , sparse_accuracy = 98.21, training_time = 1664s
Epoch 56: A_NQ = 98.6, H_NQ = 981836, A_Q = 98.43, H_Q = 18249, zstd_ratio = 1.41%, sparse_ratio = 1.01%, sparsity = 97.20% , sparse_accuracy = 98.44, training_time = 1465s
Epoch 57: A_NQ = 98.46, H_NQ = 981772, A_Q = 98.54, H_Q = 18319, zstd_ratio = 1.42%, sparse_ratio = 1.03%, sparsity = 97.19% , sparse_accuracy = 98.52, training_time = 1520s
Epoch 58: A_NQ = 98.43, H_NQ = 981876, A_Q = 98.58, H_Q = 18468, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.15% , sparse_accuracy = 98.57, training_time = 1503s
Epoch 59: A_NQ = 98.58, H_NQ = 981880, A_Q = 98.6, H_Q = 18425, zstd_ratio = 1.42%, sparse_ratio = 1.02%, sparsity = 97.16% , sparse_accuracy = 98.6, training_time = 1646s
Epoch 60: A_NQ = 97.61, H_NQ = 981581, A_Q = 98.45, H_Q = 18882, zstd_ratio = 1.45%, sparse_ratio = 1.04%, sparsity = 97.06% , sparse_accuracy = 98.46, training_time = 1479s
Epoch 61: A_NQ = 98.53, H_NQ = 981862, A_Q = 98.54, H_Q = 18669, zstd_ratio = 1.43%, sparse_ratio = 1.04%, sparsity = 97.11% , sparse_accuracy = 98.54, training_time = 1521s
Epoch 62: A_NQ = 98.62, H_NQ = 981880, A_Q = 98.67, H_Q = 19651, zstd_ratio = 1.46%, sparse_ratio = 1.08%, sparsity = 96.89% , sparse_accuracy = 98.68, training_time = 1028s
Epoch 63: A_NQ = 98.57, H_NQ = 981647, A_Q = 98.49, H_Q = 18245, zstd_ratio = 1.42%, sparse_ratio = 1.02%, sparsity = 97.20% , sparse_accuracy = 98.51, training_time = 546s
Epoch 64: A_NQ = 98.45, H_NQ = 981874, A_Q = 98.56, H_Q = 18745, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 97.09% , sparse_accuracy = 98.54, training_time = 1215s
Epoch 65: A_NQ = 98.23, H_NQ = 981857, A_Q = 98.23, H_Q = 18689, zstd_ratio = 1.42%, sparse_ratio = 1.03%, sparsity = 97.09% , sparse_accuracy = 98.24, training_time = 758s
Epoch 66: A_NQ = 98.65, H_NQ = 981892, A_Q = 98.56, H_Q = 18348, zstd_ratio = 1.38%, sparse_ratio = 1.02%, sparsity = 97.18% , sparse_accuracy = 98.54, training_time = 1070s
Epoch 67: A_NQ = 97.82, H_NQ = 981828, A_Q = 98.0, H_Q = 18842, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.06% , sparse_accuracy = 98.01, training_time = 778s
Epoch 68: A_NQ = 98.66, H_NQ = 981838, A_Q = 98.42, H_Q = 18204, zstd_ratio = 1.36%, sparse_ratio = 1.00%, sparsity = 97.19% , sparse_accuracy = 98.41, training_time = 1422s
Epoch 69: A_NQ = 98.36, H_NQ = 981860, A_Q = 98.3, H_Q = 17995, zstd_ratio = 1.36%, sparse_ratio = 1.01%, sparsity = 97.24% , sparse_accuracy = 98.31, training_time = 978s
Epoch 70: A_NQ = 98.56, H_NQ = 981718, A_Q = 98.57, H_Q = 18055, zstd_ratio = 1.37%, sparse_ratio = 1.00%, sparsity = 97.23% , sparse_accuracy = 98.56, training_time = 1043s
Epoch 71: A_NQ = 98.6, H_NQ = 981848, A_Q = 98.41, H_Q = 17087, zstd_ratio = 1.33%, sparse_ratio = 0.96%, sparsity = 97.43% , sparse_accuracy = 98.4, training_time = 1510s
Epoch 72: A_NQ = 98.12, H_NQ = 981880, A_Q = 98.43, H_Q = 17567, zstd_ratio = 1.34%, sparse_ratio = 0.98%, sparsity = 97.33% , sparse_accuracy = 98.44, training_time = 1457s
Epoch 73: A_NQ = 98.56, H_NQ = 981904, A_Q = 98.38, H_Q = 18413, zstd_ratio = 1.37%, sparse_ratio = 1.01%, sparsity = 97.15% , sparse_accuracy = 98.4, training_time = 1310s
Epoch 74: A_NQ = 98.27, H_NQ = 981870, A_Q = 98.46, H_Q = 17834, zstd_ratio = 1.37%, sparse_ratio = 1.00%, sparsity = 97.27% , sparse_accuracy = 98.46, training_time = 1382s
Epoch 75: A_NQ = 98.23, H_NQ = 981882, A_Q = 98.53, H_Q = 17514, zstd_ratio = 1.35%, sparse_ratio = 0.97%, sparsity = 97.34% , sparse_accuracy = 98.53, training_time = 1688s
Epoch 76: A_NQ = 98.61, H_NQ = 981878, A_Q = 98.66, H_Q = 17731, zstd_ratio = 1.35%, sparse_ratio = 0.98%, sparsity = 97.29% , sparse_accuracy = 98.68, training_time = 1450s
Epoch 77: A_NQ = 98.16, H_NQ = 981860, A_Q = 98.19, H_Q = 17803, zstd_ratio = 1.35%, sparse_ratio = 0.98%, sparsity = 97.27% , sparse_accuracy = 98.18, training_time = 955s
Epoch 78: A_NQ = 98.45, H_NQ = 981852, A_Q = 98.4, H_Q = 17372, zstd_ratio = 1.32%, sparse_ratio = 0.97%, sparsity = 97.35% , sparse_accuracy = 98.39, training_time = 1049s
Epoch 79: A_NQ = 98.09, H_NQ = 981860, A_Q = 98.29, H_Q = 18253, zstd_ratio = 1.34%, sparse_ratio = 0.99%, sparsity = 97.16% , sparse_accuracy = 98.29, training_time = 1487s
Epoch 80: A_NQ = 98.19, H_NQ = 981868, A_Q = 98.5, H_Q = 17754, zstd_ratio = 1.34%, sparse_ratio = 0.98%, sparsity = 97.28% , sparse_accuracy = 98.51, training_time = 1224s
Epoch 81: A_NQ = 98.51, H_NQ = 981810, A_Q = 98.74, H_Q = 18039, zstd_ratio = 1.35%, sparse_ratio = 0.99%, sparsity = 97.21% , sparse_accuracy = 98.75, training_time = 1307s
Epoch 82: A_NQ = 98.57, H_NQ = 981822, A_Q = 98.64, H_Q = 18250, zstd_ratio = 1.37%, sparse_ratio = 0.99%, sparsity = 97.16% , sparse_accuracy = 98.6, training_time = 1683s
Epoch 83: A_NQ = 98.37, H_NQ = 981892, A_Q = 98.66, H_Q = 17551, zstd_ratio = 1.31%, sparse_ratio = 0.97%, sparsity = 97.31% , sparse_accuracy = 98.64, training_time = 1466s
Epoch 84: A_NQ = 98.61, H_NQ = 981830, A_Q = 98.63, H_Q = 17787, zstd_ratio = 1.33%, sparse_ratio = 0.98%, sparsity = 97.26% , sparse_accuracy = 98.64, training_time = 1508s
Epoch 85: A_NQ = 98.71, H_NQ = 981900, A_Q = 98.51, H_Q = 18038, zstd_ratio = 1.32%, sparse_ratio = 0.97%, sparsity = 97.19% , sparse_accuracy = 98.56, training_time = 1513s
Epoch 86: A_NQ = 98.56, H_NQ = 981798, A_Q = 98.25, H_Q = 17786, zstd_ratio = 1.32%, sparse_ratio = 0.97%, sparsity = 97.26% , sparse_accuracy = 98.26, training_time = 1704s
Epoch 87: A_NQ = 98.62, H_NQ = 981826, A_Q = 98.65, H_Q = 17934, zstd_ratio = 1.33%, sparse_ratio = 0.97%, sparsity = 97.22% , sparse_accuracy = 98.65, training_time = 1450s
Epoch 88: A_NQ = 98.36, H_NQ = 981777, A_Q = 98.52, H_Q = 17701, zstd_ratio = 1.31%, sparse_ratio = 0.97%, sparsity = 97.27% , sparse_accuracy = 98.49, training_time = 1478s
Epoch 89: A_NQ = 98.68, H_NQ = 981898, A_Q = 98.66, H_Q = 17449, zstd_ratio = 1.29%, sparse_ratio = 0.95%, sparsity = 97.32% , sparse_accuracy = 98.65, training_time = 1581s
Epoch 90: A_NQ = 98.39, H_NQ = 981814, A_Q = 98.42, H_Q = 18168, zstd_ratio = 1.33%, sparse_ratio = 0.98%, sparsity = 97.16% , sparse_accuracy = 98.41, training_time = 1700s
Epoch 91: A_NQ = 98.44, H_NQ = 981820, A_Q = 98.36, H_Q = 17537, zstd_ratio = 1.32%, sparse_ratio = 0.95%, sparsity = 97.31% , sparse_accuracy = 98.36, training_time = 1658s
Epoch 92: A_NQ = 98.34, H_NQ = 981892, A_Q = 98.27, H_Q = 17271, zstd_ratio = 1.30%, sparse_ratio = 0.95%, sparsity = 97.36% , sparse_accuracy = 98.26, training_time = 1621s
Epoch 93: A_NQ = 98.6, H_NQ = 981800, A_Q = 98.54, H_Q = 17451, zstd_ratio = 1.29%, sparse_ratio = 0.94%, sparsity = 97.32% , sparse_accuracy = 98.54, training_time = 1599s
Epoch 94: A_NQ = 98.79, H_NQ = 981880, A_Q = 98.81, H_Q = 16915, zstd_ratio = 1.27%, sparse_ratio = 0.93%, sparsity = 97.43% , sparse_accuracy = 98.8, training_time = 1712s
Epoch 95: A_NQ = 98.66, H_NQ = 981832, A_Q = 98.67, H_Q = 17339, zstd_ratio = 1.28%, sparse_ratio = 0.94%, sparsity = 97.34% , sparse_accuracy = 98.65, training_time = 1549s
Epoch 96: A_NQ = 98.11, H_NQ = 981842, A_Q = 98.38, H_Q = 17156, zstd_ratio = 1.27%, sparse_ratio = 0.93%, sparsity = 97.38% , sparse_accuracy = 98.38, training_time = 1567s
Epoch 97: A_NQ = 98.8, H_NQ = 981892, A_Q = 98.75, H_Q = 17352, zstd_ratio = 1.28%, sparse_ratio = 0.95%, sparsity = 97.34% , sparse_accuracy = 98.73, training_time = 1556s
Epoch 98: A_NQ = 98.62, H_NQ = 981884, A_Q = 98.57, H_Q = 17646, zstd_ratio = 1.29%, sparse_ratio = 0.95%, sparsity = 97.27% , sparse_accuracy = 98.6, training_time = 1658s
Epoch 99: A_NQ = 98.69, H_NQ = 981864, A_Q = 98.73, H_Q = 16485, zstd_ratio = 1.25%, sparse_ratio = 0.91%, sparsity = 97.52% , sparse_accuracy = 98.72, training_time = 1537s
Epoch 100: A_NQ = 98.05, H_NQ = 981758, A_Q = 98.47, H_Q = 17236, zstd_ratio = 1.28%, sparse_ratio = 0.93%, sparsity = 97.36% , sparse_accuracy = 98.48, training_time = 1606s
------------------------------------------------------------
delta = 6.9
Epoch 1: A_NQ = 96.68, H_NQ = 981904, A_Q = 96.15, H_Q = 48838, zstd_ratio = 3.24%, sparse_ratio = 2.52%, sparsity = 88.74% , sparse_accuracy = 96.21, training_time = 1156s
Epoch 2: A_NQ = 95.99, H_NQ = 981894, A_Q = 96.07, H_Q = 39510, zstd_ratio = 2.65%, sparse_ratio = 2.03%, sparsity = 91.85% , sparse_accuracy = 96.02, training_time = 1401s
Epoch 3: A_NQ = 97.83, H_NQ = 981892, A_Q = 97.71, H_Q = 34219, zstd_ratio = 2.32%, sparse_ratio = 1.75%, sparsity = 93.42% , sparse_accuracy = 97.69, training_time = 1616s
Epoch 4: A_NQ = 97.18, H_NQ = 981918, A_Q = 96.72, H_Q = 31981, zstd_ratio = 2.18%, sparse_ratio = 1.63%, sparsity = 94.05% , sparse_accuracy = 96.67, training_time = 1612s
Epoch 5: A_NQ = 97.78, H_NQ = 981900, A_Q = 97.27, H_Q = 29676, zstd_ratio = 2.08%, sparse_ratio = 1.54%, sparsity = 94.65% , sparse_accuracy = 97.32, training_time = 1648s
Epoch 6: A_NQ = 97.43, H_NQ = 981896, A_Q = 97.39, H_Q = 28192, zstd_ratio = 2.01%, sparse_ratio = 1.49%, sparsity = 95.03% , sparse_accuracy = 97.37, training_time = 1623s
Epoch 7: A_NQ = 97.77, H_NQ = 981894, A_Q = 97.31, H_Q = 28011, zstd_ratio = 1.99%, sparse_ratio = 1.48%, sparsity = 95.07% , sparse_accuracy = 97.31, training_time = 1624s
Epoch 8: A_NQ = 98.12, H_NQ = 981884, A_Q = 97.85, H_Q = 26104, zstd_ratio = 1.88%, sparse_ratio = 1.39%, sparsity = 95.51% , sparse_accuracy = 97.87, training_time = 1608s
Epoch 9: A_NQ = 97.91, H_NQ = 981904, A_Q = 97.95, H_Q = 25348, zstd_ratio = 1.85%, sparse_ratio = 1.37%, sparsity = 95.70% , sparse_accuracy = 97.96, training_time = 1625s
Epoch 10: A_NQ = 98.3, H_NQ = 981860, A_Q = 98.35, H_Q = 24649, zstd_ratio = 1.80%, sparse_ratio = 1.33%, sparsity = 95.85% , sparse_accuracy = 98.34, training_time = 1542s
Epoch 11: A_NQ = 97.94, H_NQ = 981888, A_Q = 97.92, H_Q = 24727, zstd_ratio = 1.81%, sparse_ratio = 1.33%, sparsity = 95.84% , sparse_accuracy = 97.87, training_time = 1219s
Epoch 12: A_NQ = 98.25, H_NQ = 981806, A_Q = 98.21, H_Q = 23967, zstd_ratio = 1.77%, sparse_ratio = 1.29%, sparsity = 96.01% , sparse_accuracy = 98.23, training_time = 1497s
Epoch 13: A_NQ = 98.29, H_NQ = 981834, A_Q = 98.15, H_Q = 22979, zstd_ratio = 1.70%, sparse_ratio = 1.26%, sparsity = 96.23% , sparse_accuracy = 98.11, training_time = 1380s
Epoch 14: A_NQ = 98.37, H_NQ = 981868, A_Q = 98.62, H_Q = 22278, zstd_ratio = 1.69%, sparse_ratio = 1.22%, sparsity = 96.39% , sparse_accuracy = 98.59, training_time = 1504s
Epoch 15: A_NQ = 98.24, H_NQ = 981896, A_Q = 98.32, H_Q = 21706, zstd_ratio = 1.65%, sparse_ratio = 1.20%, sparsity = 96.52% , sparse_accuracy = 98.31, training_time = 1572s
Epoch 16: A_NQ = 97.85, H_NQ = 981872, A_Q = 98.18, H_Q = 22012, zstd_ratio = 1.64%, sparse_ratio = 1.19%, sparsity = 96.44% , sparse_accuracy = 98.19, training_time = 1511s
Epoch 17: A_NQ = 98.33, H_NQ = 981882, A_Q = 98.62, H_Q = 21815, zstd_ratio = 1.62%, sparse_ratio = 1.18%, sparsity = 96.48% , sparse_accuracy = 98.62, training_time = 1503s
Epoch 18: A_NQ = 97.47, H_NQ = 981883, A_Q = 98.21, H_Q = 21085, zstd_ratio = 1.60%, sparse_ratio = 1.14%, sparsity = 96.64% , sparse_accuracy = 98.23, training_time = 1572s
Epoch 19: A_NQ = 97.49, H_NQ = 981904, A_Q = 98.04, H_Q = 20756, zstd_ratio = 1.57%, sparse_ratio = 1.13%, sparsity = 96.72% , sparse_accuracy = 98.03, training_time = 1563s
Epoch 20: A_NQ = 98.31, H_NQ = 981870, A_Q = 98.42, H_Q = 20143, zstd_ratio = 1.53%, sparse_ratio = 1.11%, sparsity = 96.84% , sparse_accuracy = 98.39, training_time = 1509s
Epoch 21: A_NQ = 97.79, H_NQ = 981794, A_Q = 97.93, H_Q = 20657, zstd_ratio = 1.54%, sparse_ratio = 1.12%, sparsity = 96.73% , sparse_accuracy = 97.93, training_time = 1653s
Epoch 22: A_NQ = 98.33, H_NQ = 981884, A_Q = 98.02, H_Q = 20411, zstd_ratio = 1.56%, sparse_ratio = 1.12%, sparsity = 96.78% , sparse_accuracy = 97.99, training_time = 1560s
Epoch 23: A_NQ = 98.22, H_NQ = 981715, A_Q = 98.54, H_Q = 20366, zstd_ratio = 1.54%, sparse_ratio = 1.11%, sparsity = 96.79% , sparse_accuracy = 98.52, training_time = 1664s
Epoch 24: A_NQ = 98.26, H_NQ = 981525, A_Q = 98.22, H_Q = 19601, zstd_ratio = 1.51%, sparse_ratio = 1.09%, sparsity = 96.96% , sparse_accuracy = 98.26, training_time = 1529s
Epoch 25: A_NQ = 97.84, H_NQ = 981886, A_Q = 98.1, H_Q = 19338, zstd_ratio = 1.49%, sparse_ratio = 1.08%, sparsity = 97.01% , sparse_accuracy = 98.09, training_time = 1573s
Epoch 26: A_NQ = 97.71, H_NQ = 981822, A_Q = 98.44, H_Q = 19655, zstd_ratio = 1.49%, sparse_ratio = 1.09%, sparsity = 96.94% , sparse_accuracy = 98.41, training_time = 1532s
Epoch 27: A_NQ = 98.64, H_NQ = 981866, A_Q = 98.52, H_Q = 19966, zstd_ratio = 1.50%, sparse_ratio = 1.09%, sparsity = 96.87% , sparse_accuracy = 98.52, training_time = 1639s
Epoch 28: A_NQ = 98.62, H_NQ = 981890, A_Q = 98.56, H_Q = 19795, zstd_ratio = 1.51%, sparse_ratio = 1.08%, sparsity = 96.90% , sparse_accuracy = 98.55, training_time = 1540s
Epoch 29: A_NQ = 98.55, H_NQ = 981826, A_Q = 98.55, H_Q = 19647, zstd_ratio = 1.51%, sparse_ratio = 1.08%, sparsity = 96.93% , sparse_accuracy = 98.57, training_time = 1540s
Epoch 30: A_NQ = 98.42, H_NQ = 981878, A_Q = 98.55, H_Q = 19485, zstd_ratio = 1.50%, sparse_ratio = 1.07%, sparsity = 96.97% , sparse_accuracy = 98.54, training_time = 1469s
Epoch 31: A_NQ = 98.23, H_NQ = 981906, A_Q = 98.56, H_Q = 19690, zstd_ratio = 1.50%, sparse_ratio = 1.08%, sparsity = 96.92% , sparse_accuracy = 98.56, training_time = 1633s
Epoch 32: A_NQ = 98.41, H_NQ = 981838, A_Q = 98.68, H_Q = 19099, zstd_ratio = 1.47%, sparse_ratio = 1.06%, sparsity = 97.05% , sparse_accuracy = 98.66, training_time = 1613s
Epoch 33: A_NQ = 98.52, H_NQ = 981916, A_Q = 98.59, H_Q = 19168, zstd_ratio = 1.48%, sparse_ratio = 1.06%, sparsity = 97.03% , sparse_accuracy = 98.58, training_time = 1611s
Epoch 34: A_NQ = 98.49, H_NQ = 981732, A_Q = 98.49, H_Q = 18811, zstd_ratio = 1.47%, sparse_ratio = 1.06%, sparsity = 97.11% , sparse_accuracy = 98.5, training_time = 1588s
Epoch 35: A_NQ = 97.86, H_NQ = 981886, A_Q = 98.18, H_Q = 18959, zstd_ratio = 1.45%, sparse_ratio = 1.06%, sparsity = 97.07% , sparse_accuracy = 98.17, training_time = 1615s
Epoch 36: A_NQ = 98.57, H_NQ = 981896, A_Q = 98.53, H_Q = 19534, zstd_ratio = 1.49%, sparse_ratio = 1.08%, sparsity = 96.95% , sparse_accuracy = 98.51, training_time = 1470s
Epoch 37: A_NQ = 98.25, H_NQ = 981848, A_Q = 98.22, H_Q = 19018, zstd_ratio = 1.46%, sparse_ratio = 1.05%, sparsity = 97.06% , sparse_accuracy = 98.24, training_time = 1576s
Epoch 38: A_NQ = 98.6, H_NQ = 981876, A_Q = 98.52, H_Q = 18329, zstd_ratio = 1.42%, sparse_ratio = 1.02%, sparsity = 97.21% , sparse_accuracy = 98.54, training_time = 1424s
Epoch 39: A_NQ = 98.22, H_NQ = 981844, A_Q = 98.16, H_Q = 18412, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.18% , sparse_accuracy = 98.17, training_time = 1655s
Epoch 40: A_NQ = 98.36, H_NQ = 981904, A_Q = 98.63, H_Q = 18515, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.15% , sparse_accuracy = 98.63, training_time = 1555s
Epoch 41: A_NQ = 98.63, H_NQ = 981864, A_Q = 98.61, H_Q = 18654, zstd_ratio = 1.42%, sparse_ratio = 1.03%, sparsity = 97.13% , sparse_accuracy = 98.58, training_time = 929s
Epoch 42: A_NQ = 98.29, H_NQ = 981834, A_Q = 98.56, H_Q = 19171, zstd_ratio = 1.43%, sparse_ratio = 1.04%, sparsity = 97.01% , sparse_accuracy = 98.54, training_time = 1092s
Epoch 43: A_NQ = 98.68, H_NQ = 981870, A_Q = 98.38, H_Q = 18577, zstd_ratio = 1.41%, sparse_ratio = 1.03%, sparsity = 97.14% , sparse_accuracy = 98.37, training_time = 1646s
Epoch 44: A_NQ = 98.48, H_NQ = 981852, A_Q = 98.39, H_Q = 18514, zstd_ratio = 1.41%, sparse_ratio = 1.02%, sparsity = 97.15% , sparse_accuracy = 98.39, training_time = 1505s
